species_traits_all,level,Class,Order,Family,Genus_1,Species_Species,DemersPelag,EnvTemp,DepthRangeDeep,trophic_level,Feeding_path,LMax,BodyShapeI,K,tm,DemersPelagLevel,EnvTempLevel,DepthRangeDeepLevel,trophic_levelLevel,Feeding_pathLevel,LMaxLevel,BodyShapeILevel,KLevel,tmLevel,
Engraulis_capensis,species,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,capensis,pelagic_neritic,tropical,450,2.94,pelagic,17,elongate,0.879999995,0.9490052,species,species,species,genus,species,species,species,species,species,
Epinephelus,higher,Actinopterygii,Perciformes,Serranidae,Epinephelus,sp.,reef_associated,tropical,158.1410256,3.943396226,benthic,83.39770115,fusiform,0.23748276,3.834993422,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Epinephelus_adscensionis,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,adscensionis,demersal,tropical,120,3.5,benthic,61,fusiform,0.159999996,4.21709,species,species,species,species,species,species,species,species,species,
Epinephelus_areolatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,areolatus,reef_associated,tropical,200,3.7,benthic,47,fusiform,0.287999988,2.414206,species,species,species,species,species,species,species,species,species,
Epinephelus_chlorostigma,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,chlorostigma,reef_associated,tropical,300,4,benthic,80,fusiform,0.286000013,2.408716,species,species,species,species,species,species,species,species,species,
Epinephelus_fasciatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,fasciatus,reef_associated,tropical,160,3.7,benthic,40,fusiform,0.129999995,4.842621,species,species,species,species,species,species,species,species,species,
Epinephelus_fuscoguttatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,fuscoguttatus,reef_associated,tropical,60,4.1,benthic,120,fusiform,0.16,3.9,species,species,species,species,species,species,species,species,species,
Epinephelus_guttatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,guttatus,reef_associated,tropical,158.1410256,3.8,benthic,76,fusiform,0.119000003,5.48656,species,species,genus,species,species,species,species,species,species,
Epinephelus_lanceolatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,lanceolatus,reef_associated,tropical,200,4,benthic,270,fusiform,0.050000001,10.8,species,species,species,species,species,species,species,species,species,
Epinephelus_maculatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,maculatus,reef_associated,tropical,100,4,benthic,60.5,fusiform,0.51,1.4,species,species,species,species,species,species,species,species,species,
Epinephelus_merra,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,merra,reef_associated,tropical,50,3.8,benthic,32,fusiform,0.65,1.1,species,species,species,species,species,species,species,species,species,
Epinephelus_multinotatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,multinotatus,reef_associated,tropical,110,3.9,benthic,100,fusiform,0.27,2.4,species,species,species,species,species,species,species,species,species,
Epinephelus_polyphekadion,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,polyphekadion,reef_associated,tropical,46,4,benthic,90,fusiform,0.180000007,3.679302,species,species,species,species,species,species,species,species,species,
Epinephelus_sexfasciatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,sexfasciatus,reef_associated,tropical,80,3.8,benthic,40,fusiform,0.50999999,1.390072,species,species,species,species,species,species,species,species,species,
Epinephelus_striatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,striatus,reef_associated,tropical,90,4.1,benthic,122,fusiform,0.119999997,5.30406,species,species,species,species,species,species,species,species,species,
Etelis_carbunculus,species,Actinopterygii,Perciformes,Lutjanidae,Etelis,carbunculus,demersal,tropical,400,4.5,benthic,127,fusiform,0.360000014,1.792863,species,species,species,species,species,species,species,species,species,
Ethmalosa_fimbriata,species,Actinopterygii,Clupeiformes,Clupeidae,Ethmalosa,fimbriata,pelagic_neritic,tropical,75.11578947,2.5,pelagic,45,fusiform,0.95599997,0.772142,species,species,family,species,species,species,species,species,species,
Ethmidium_maculatum,species,Actinopterygii,Clupeiformes,Clupeidae,Ethmidium,maculatum,pelagic_neritic,tropical,50,2.1,pelagic,26,fusiform,0.460000008,1.6,species,species,species,species,species,species,species,species,species,
Eubleekeria_splendens,species,Actinopterygii,Perciformes,Leiognathidae,Eubleekeria,splendens,demersal,tropical,100,2.9,benthic,17,short_deep,1.029999971,0.7939364,species,species,species,species,species,species,species,species,species,
Eucinostomus,Higher,Actinopterygii,Perciformes,Gerreidae,Eucinostomus,NA,demersal,tropical,45.53571429,3.256,benthic,22.8923077,short_deep,0.863370369,1.091029952,family,family,family,family,NA,family,family,family,family,
Euthynnus_affinis,species,Actinopterygii,Perciformes,Scombridae,Euthynnus,affinis,pelagic_neritic,tropical,200,4.5,pelagic,100,fusiform,0.444000006,1.43524,species,species,species,species,species,species,species,species,species,
Euthynnus_alletteratus,species,Actinopterygii,Perciformes,Scombridae,Euthynnus,alletteratus,reef_associated,tropical,150,4.5,pelagic,122,fusiform,0.189999998,3.186096,species,species,species,species,species,species,species,species,species,
Euthynnus_lineatus,species,Actinopterygii,Perciformes,Scombridae,Euthynnus,lineatus,pelagic_oceanic,tropical,40,3.8,pelagic,84,fusiform,0.310000002,2,species,species,species,species,species,species,species,species,species,
Exocoetidae,higher,Actinopterygii,Beloniformes,Exocoetidae,NA,NA,pelagic_neritic,tropical,551.7878788,3.54,pelagic,26.60666669,elongate,1.203623202,0.74172683,family,family,family,family,NA,family,family,family,family,
Fistularia_corneta,species,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,corneta,pelagic_neritic,tropical,200,4.5,pelagic,106,elongate,0.36,1.7,species,species,genus,species,NA,species,species,NA,NA,
Gerreidae,higher,Actinopterygii,Perciformes,Gerreidae,NA,NA,demersal,tropical,45.53571429,3.256,benthic,22.8923077,short_deep,0.863370369,1.091029952,family,family,family,family,NA,family,family,family,family,
Gerres_oyena,species,Actinopterygii,Perciformes,Gerreidae,Gerres,oyena,reef_associated,tropical,20,2.7,benthic,30,fusiform,1.100000024,0.7,species,species,species,species,species,species,species,species,species,
Glossogobius_giuris,Species,Actinopterygii,Perciformes,Gobiidae,Glossogobius,giuris,demersal,tropical,5,3.66,benthic,50,fusiform,0.69,1.1,species,species,species,species,species,species,species,species,species,
Gnathanodon_speciosus,species,Actinopterygii,Perciformes,Carangidae,Gnathanodon,speciosus,reef_associated,tropical,80,3.8,benthic,120,fusiform,0.513999999,1.270131,species,species,species,species,species,species,species,species,species,
Gobiidae,higher,Actinopterygii,Perciformes,Gobiidae,NA,NA,demersal,tropical,47.43269231,3.303867403,benthic,7.092993765,fusiform,1.255082802,1.136473671,family,family,family,family,NA,family,family,family,family,
Gymnocranius,higher,Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,NA,reef_associated,tropical,75.625,3.485714286,benthic,43.84999991,fusiform,0.309624998,2.43648025,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Gymnosarda_unicolor,species,Actinopterygii,Perciformes,Scombridae,Gymnosarda,unicolor,reef_associated,tropical,250,4.5,pelagic,248,fusiform,0.12,4.6,species,species,species,species,species,species,species,species,species,
Gymnura,genus,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,spp.,demersal,tropical,72.66666667,4.5,benthic,161.4,flat,0.36,1.5,genus,genus,genus,species,genus,genus,species,NA,NA,
Haemulidae,higher,Actinopterygii,Perciformes,Haemulidae,NA,NA,reef_associated,tropical,57.78313253,3.63,benthic,45.13268289,fusiform,0.291533836,2.993019353,family,family,family,family,NA,family,family,family,family,
Haemulon,higher,Actinopterygii,Perciformes,Haemulidae,Haemulon,NA,reef_associated,tropical,43.66666667,3.626315789,benthic,36.60476194,fusiform,0.303043483,3.061011478,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Haemulon_boschmae,species,Actinopterygii,Perciformes,Haemulidae,Haemulon,boschmae,reef_associated,tropical,100,3.5,benthic,19,fusiform,0.540000021,1.4,species,species,species,species,species,species,species,species,species,
Haemulon_steindachneri,species,Actinopterygii,Perciformes,Haemulidae,Haemulon,steindachneri,reef_associated,tropical,50,3.7,benthic,30,fusiform,0.300000012,2.398474,species,species,species,species,species,species,species,species,species,
Harpadon_nehereus,Species,Actinopterygii,Aulopiformes,Synodontidae,Harpadon,nehereus,demersal,tropical,576.6666667,4.2,benthic,40,elongate,0.53,1.3,species,species,genus,species,species,species,species,species,species,
Hemiramphidae,higher,Actinopterygii,Beloniformes,Hemiramphidae,NA,NA,pelagic_neritic,tropical,6.5,3.04375,pelagic,28.0338983,elongate,0.930709675,0.900599239,family,family,family,family,NA,family,family,family,family,
Hemiramphus,higher,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,NA,pelagic_neritic,tropical,4.5,3.25,pelagic,38.28181804,elongate,0.730636363,1.077989727,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Hipposcarus_longiceps,species,Actinopterygii,Perciformes,Scaridae,Hipposcarus,longiceps,reef_associated,tropical,40,2,benthic,60,fusiform,0.67,1,species,species,species,species,species,species,species,species,species,
Holocentridae,higher,Actinopterygii,Beryciformes,Holocentridae,NA,NA,reef_associated,tropical,117.8243243,3.645652174,benthic,23.86112499,fusiform,0.885530121,1.004393983,family,family,family,family,NA,family,family,family,family,
Hyporhamphus_dussumieri,species,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,dussumieri,reef_associated,tropical,6,3.4,pelagic,38,elongate,0.529999971,1.3,species,species,species,species,species,species,species,species,species,
Hyporhamphus_limbatus,Species,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,limbatus,pelagic_neritic,tropical,9.666666667,3.11,pelagic,35,elongate,0.71,1,species,species,genus,species,species,species,species,species,species,
Hyporthodus_mystacinus,Species,Actinopterygii,Perciformes,Serranidae,Hyporthodus,mystacinus,demersal,tropical,400,4.6,benthic,160,fusiform,0.07,8.2,species,species,species,species,species,species,species,species,species,http://www.fishbase.se/summary/Hyporthodus-mystacinus
Ilisha_africana,Species,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,africana,pelagic_neritic,tropical,25,3.6,pelagic,30,fusiform,1,0.7457086,species,species,species,species,species,species,species,species,species,
Ilisha_elongata,Species,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,elongata,pelagic_neritic,tropical,25,3.8,benthic,60,fusiform,0.37,1.8,species,species,species,species,species,species,species,species,species,
Isopisthus_remifer,Species,Actinopterygii,Perciformes,Haemulidae,Isopisthus,remifer,demersal,tropical,60,4.2,benthic,36,fusiform,0.48,1.5,species,species,species,species,species,species,species,species,species,
Johnius_belangerii,Species,Actinopterygii,Perciformes,Sciaenidae,Johnius,belangerii,demersal,tropical,40,3.27,benthic,30,fusiform,0.57,1.3,species,species,species,species,species,species,species,species,species,
Katsuwonus_pelamis,species,Actinopterygii,Perciformes,Scombridae,Katsuwonus,pelamis,pelagic_oceanic,tropical,260,4.4,pelagic,110,fusiform,0.389999986,1.59151,species,species,species,species,species,species,species,species,species,
Kyphosus,Higher,Actinopterygii,Perciformes,Kyphosidae,Kyphosus,NA,reef_associated,tropical,31.36363636,2.711111111,benthic,73.66666667,fusiform,0.153333337,4.133333333,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Kyphosus_bigibbus,species,Actinopterygii,Perciformes,Kyphosidae,Kyphosus,bigibbus,reef_associated,tropical,24.09090909,3.066666667,benthic,75,fusiform,0.150000006,4.2,species,species,genus,genus,species,species,species,species,species,
Kyphosus_vaigiensis,species,Actinopterygii,Perciformes,Kyphosidae,Kyphosinae,vaigiensis,reef_associated,tropical,40,2,benthic,70,short_deep,0.16,4,species,species,species,species,species,species,species,species,species,
Labridae,higher,Actinopterygii,Perciformes,Labridae,NA,NA,reef_associated,tropical,56.56947608,3.497309417,benthic,21.59545453,fusiform,0.520669229,2.108215644,family,family,family,family,NA,family,family,family,family,
Lactarius_lactarius,species,Actinopterygii,Perciformes,Lactariidae,Lactarius,lactarius,pelagic_neritic,tropical,100,4,benthic,40,fusiform,0.839999974,0.8767715,species,species,species,species,species,species,species,species,species,
Lampanyctodes_hectoris,species,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctodes,hectoris,pelagic_oceanic,tropical,1174.783654,3.261728395,pelagic,7,elongate,0.93,1,species,species,family,family,species,species,species,species,species,
Lates_calcarifer,species,Actinopterygii,Perciformes,Latidae,Lates,calcarifer,demersal,tropical,40,3.8,benthic,200,fusiform,0.125,4.485883,species,species,species,species,species,species,species,species,species,
Latidae,higher,Actinopterygii,Perciformes,Latidae,NA,NA,demersal,tropical,50,4.15,benthic,200,fusiform,0.216999993,3.2286155,family,family,family,family,NA,family,family,family,family,
Leiognathidae,higher,Actinopterygii,Perciformes,Leiognathidae,NA,NA,demersal,tropical,63,3.163157895,benthic,12.45311113,short_deep,1.233541659,0.807888613,family,family,family,family,NA,family,family,family,family,
Leiognathus,species,Actinopterygii,Perciformes,Leiognathidae,Leiognathus,NA,demersal,tropical,52.5,3.125,benthic,16.14000003,short_deep,1.007499993,0.976747413,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Leptomelanosoma_indicum,species,Actinopterygii,Perciformes,Polynemidae,Leptomelanosoma,indicum,demersal,tropical,100,3.86,benthic,142,elongate,0.19,3.1,species,species,species,species,species,species,species,species,species,
Leptoscarus_vaigiensis,species,Actinopterygii,Perciformes,Scaridae,Leptoscarus,vaigiensis,reef_associated,tropical,15,2.3,benthic,35,fusiform,0.469999999,1.5,species,species,species,species,species,species,species,species,species,
Lethrinidae,higher,Actinopterygii,Perciformes,Lethrinidae,NA,NA,reef_associated,tropical,79.67567568,3.702941176,benthic,52.94210524,fusiform,0.335421053,2.584978634,family,family,family,family,NA,family,family,family,family,
Lethrinus,higher,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,NA,reef_associated,tropical,77.42307692,3.7875,benthic,56.14814815,fusiform,0.337740741,2.68605793,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Lethrinus_atkinsoni,species,Actinopterygii,Perciformes,Lethrinidae ,Lethrinus,atkinson,reef_associated,tropical,30,3.8,benthic,50,fusiform,0.32,2.2,species,species,species,species,species,species,species,species,species,
Lethrinus_atlanticus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,atlanticus,reef_associated,tropical,50,3.5,benthic,50,fusiform,0.25,2.7,species,species,species,species,species,species,species,species,species,
Lethrinus_borbonicus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,borbonicus,reef_associated,tropical,40,3.5,benthic,40,fusiform,0.879999995,0.8535329,species,species,species,species,species,species,species,species,species,
Lethrinus_harak,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,harak,reef_associated,tropical,20,3.6,benthic,50,fusiform,0.460000008,1.519773,species,species,species,species,species,species,species,species,species,
Lethrinus_lentjan,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,lentjan,reef_associated,tropical,90,3.9,benthic,52,fusiform,0.689999998,1.039646,species,species,species,species,species,species,species,species,species,
Lethrinus_mahsena,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,mahsena,reef_associated,tropical,100,3.4,benthic,65,fusiform,0.100000001,6.477055,species,species,species,species,species,species,species,species,species,
Lethrinus_microdon,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,microdon,reef_associated,tropical,80,3.8,benthic,80,fusiform,0.200000003,3.166347,species,species,species,species,species,species,species,species,species,
Lethrinus_nebulosus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,nebulosus,reef_associated,tropical,75,3.8,benthic,87,fusiform,0.189999998,3.438275,species,species,species,species,species,species,species,species,species,
Lethrinus_obsoletus,species,Actinopterygii,Perciformes,Lethrinidae ,Lethrinus,obsoletus,reef_associated,tropical,30,3.9,benthic,60,fusiform,0.38,1.9,species,species,species,species,species,species,species,species,species,
Lethrinus_olivaceus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,olivaceus,reef_associated,tropical,185,4,benthic,100,fusiform,0.25,2.547782,species,species,species,species,species,species,species,species,species,
Lethrinus_rubrioperculatus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,rubrioperculatus,reef_associated,tropical,198,3.8,benthic,50,fusiform,0.219999999,3.245574,species,species,species,species,species,species,species,species,species,
Lethrinus_xanthochilus,species,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,xanthochilus,reef_associated,tropical,150,3.8,benthic,70,fusiform,0.140000001,4.574151,species,species,species,species,species,species,species,species,species,
Liza,higher,Actinopterygii,Mugiliformes,Mugilidae,Liza,NA,demersal,tropical,10,2.609090909,pelagic,43.51578953,fusiform,0.287800001,3.02470375,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Liza_carinata,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,carinata,pelagic_neritic,tropical,10,2.609090909,pelagic,70,fusiform,0.519999981,1.443956,species,species,genus,genus,species,species,species,species,species,
Lobotes_pacificus,species,Actinopterygii,Perciformes,Lobotidae,Lobotes,pacificus,demersal,tropical,70,4,benthic,100,short_deep,0.479999989,1.3,species,species,genus,genus,species,species,species,species,species,
Lutjanidae,higher,Actinopterygii,Perciformes,Lutjanidae,NA,NA,reef_associated,tropical,157.970297,3.971264368,benthic,65.49409089,fusiform,0.309127273,2.799298999,family,family,family,family,NA,family,family,family,family,
Lutjanus,higher,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,reef_associated,tropical,89.24193548,3.992592593,benthic,64.38642849,fusiform,0.322171428,2.890887584,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Lutjanus_analis,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,analis,reef_associated,tropical,95,3.9,benthic,94,fusiform,0.159999996,3.920175,species,species,species,species,species,species,species,species,species,
Lutjanus_bohar,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,bohar,reef_associated,tropical,180,4.3,benthic,90,fusiform,0.090999998,7.242646,species,species,species,species,species,species,species,species,species,
Lutjanus_fulvus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,fulvus,reef_associated,tropical,75,3.6,benthic,40,fusiform,0.72,1,species,species,species,species,species,species,species,species,species,
Lutjanus_gibbus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,gibbus,reef_associated,tropical,150,4.1,benthic,50,fusiform,0.400000006,1.729073,species,species,species,species,species,species,species,species,species,
Lutjanus_guttatus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,guttatus,reef_associated,tropical,60,4,benthic,80,fusiform,0.192000002,3.454553,species,species,species,species,species,species,species,species,species,
Lutjanus_johnii,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,johnii,reef_associated,tropical,80,4.2,benthic,97,fusiform,0.115999997,5.08352,species,species,species,species,species,species,species,species,species,
Lutjanus_kasmira,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,kasmira,reef_associated,tropical,265,3.9,benthic,40,fusiform,0.211999997,3.30727,species,species,species,species,species,species,species,species,species,
Lutjanus_malabaricus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,malabaricus,reef_associated,tropical,100,4.5,benthic,100,fusiform,0.189999998,3.26319,species,species,species,species,species,species,species,species,species,
Lutjanus_peru,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,peru,reef_associated,tropical,40,4,benthic,95,fusiform,0.261999995,2.422992,species,species,species,species,species,species,species,species,species,
Lutjanus_purpureus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,purpureus,demersal,tropical,340,3.6,benthic,100,fusiform,0.129999995,4.836544,species,species,species,species,species,species,species,species,species,
Megalapsis_cordyla,species,Actinopterygii,Perciformes,Carangidae,Megalapsis,cordyla,reef_associated,tropical,100,3.9,pelagic,80,fusiform,0.35,1.9,species,species,species,species,species,species,species,species,species,
Megalaspis_cordyla,species,Actinopterygii,Perciformes,Carangidae,Megalaspis,cordyla,reef_associated,tropical,100,3.9,benthic,80,fusiform,0.349999994,1.866571,species,species,species,species,species,species,species,species,species,
Mene_maculata,species,Actinopterygii,Perciformes,Menidae,Mene,maculata,reef_associated,tropical,200,3.4,benthic,30,short_deep,0.186000004,3.845799,species,species,species,species,species,species,species,species,species,
Micropogonias_altipinnis,species,Actinopterygii,Perciformes,Sciaenidae ,Micropogonias,altipinnis,demersal,tropical,30,3.7,benthic,90,fusiform,0.2,3.1,species,species,species,species,species,species,species,species,species,
Monacanthidae,higher,Actinopterygii,Tetraodontiformes,Monacanthidae,NA,NA,reef_associated,tropical,130.6282051,3.025,benthic,24.32087374,short_deep,0.541028037,1.982322964,family,family,family,family,NA,family,family,family,family,
Monotaxis_grandoculis,species,Actinopterygii,Perciformes,Lethrinidae,Monotaxis,grandoculis,reef_associated,tropical,100,3.4,benthic,60,fusiform,0.209999993,3.1,species,species,species,species,species,species,species,species,species,
Moolgarda_seheli,species,Actinopterygii,Mugiliformes,Mugilidae,Moolgarda,seheli,reef_associated,tropical,3,2.3,pelagic,60,fusiform,0.231000006,2.870168,species,species,species,species,species,species,species,species,species,
Mugil,higher,Actinopterygii,Mugiliformes,Mugilidae,Mugil,NA,demersal,tropical,51.66666667,2.45,benthic,48.51428563,fusiform,0.304333335,3.022560693,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Mugilidae,higher,Actinopterygii,Mugiliformes,Mugilidae,NA,NA,demersal,tropical,14.9,2.539393939,benthic,44.09722222,fusiform,0.3005,3.080294875,family,family,family,family,NA,family,family,family,family,
Mullidae,higher,Actinopterygii,Perciformes,Mullidae,NA,NA,demersal,tropical,125.6282051,3.53255814,benthic,25.87528737,fusiform,0.61747841,1.468204939,family,family,family,family,NA,family,family,family,family,
Muraenidae,higher,Actinopterygii,Anguilliformes,Muraenidae,NA,NA,reef_associated,tropical,87.74,4.024528302,benthic,78.39207644,elongate,0.291050251,3.385981618,family,family,family,family,NA,family,family,family,family,
Mustelus,higher,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,NA,demersal,tropical,342.5769231,3.731578947,benthic,119.1493846,elongate,0.174178572,4.155481464,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Myliobatidae,higher,Elasmobranchii,Myliobatiformes,Myliobatidae,NA,NA,demersal,tropical,96.45833333,3.569565217,pelagic,191.4028573,flat,0.214621949,3.209157366,family,family,family,family,NA,family,family,family,family,
Myripristis_violacea,species,Actinopterygii,Beryciformes,Holocentridae,Myripristis,violacea,reef_associated,tropical,30,3.5,benthic,35,fusiform,0.560000002,1.3,species,species,species,species,species,species,species,species,species,
Naso,higher,Actinopterygii,Perciformes,Acanthuridae,Naso,NA,reef_associated,tropical,74.05263158,2.545454545,benthic,59.01499996,fusiform,0.280850001,2.73534605,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Naso_lituratus,species,Actinopterygii,Perciformes,Acanthuridae,Naso,lituratus,reef_associated,tropical,90,2.3,benthic,46,short_deep,0.349999994,1.98051,species,species,species,species,species,species,species,species,species,
Naso_unicornis,species,Actinopterygii,Perciformes,Acanthuridae,Naso,unicornis,reef_associated,tropical,180,2.2,benthic,70,short_deep,0.488999993,1.43688,species,species,species,species,species,species,species,species,species,
Nebris_microps,species,Actinopterygii,Perciformes,Sciaenidae,Nebris,microps,demersal,tropical,50,3.6,benthic,40,fusiform,0.419999987,1.7,species,species,species,species,species,species,species,species,species,
Nematalosa_nasus,species,Actinopterygii,Clupeiformes,Clupeidae,Nematalosa,nasus,pelagic_neritic,tropical,30,2.7,pelagic,22,fusiform,0.639999986,1.2,species,species,species,species,species,species,species,species,species,
Nemipteridae,higher,Actinopterygii,Perciformes,Nemipteridae,NA,NA,demersal,tropical,121,3.616666667,benthic,22.82791048,fusiform,0.650611944,1.271427552,family,family,family,family,NA,family,family,family,family,
Nemipterus,higher,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,NA,demersal,tropical,153.125,3.757142857,benthic,21.84800003,fusiform,0.583240003,1.365876628,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Nemipterus_japonicus,species,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,japonicus,demersal,tropical,80,3.8,benthic,32,fusiform,0.50999999,1.418672,species,species,species,species,species,species,species,species,species,
Nemipterus_virgatus,species,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,virgatus,demersal,tropical,220,4,benthic,35,fusiform,0.303000003,2.269392,species,species,species,species,species,species,species,species,species,
Normanichthys_crockeri,species,Actinopterygii,Scorpaeniformes,Normanichthyidae,Normanichthys,crockeri,demersal,tropical,200,2.8,pelagic,11,fusiform,0.36,2.3,species,species,NA,species,NA,species,species,NA,NA,
Notarius_grandicassis,species,Actinopterygii,Siluriformes,Ariidae,Notarius,grandicassis,demersal,tropical,20,4,benthic,63,elongate,0.159999996,4.1,species,species,species,genus,genus,species,species,species,species,
Odontesthes_regia,species,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,regia,pelagic_neritic,tropical,16.5,4,pelagic,13.5,elongate,0.980000019,0.8,species,species,family,species,species,species,species,species,species,
Opisthonema_libertate,species,Actinopterygii,Clupeiformes,Clupeidae,Opisthonema,libertate,pelagic_neritic,tropical,50,2.9,pelagic,30,fusiform,0.569999993,1.299905,species,species,genus,species,species,species,species,species,species,
Opisthonema_oglinum,species,Actinopterygii,Clupeiformes,Clupeidae,Opisthonema,oglinum,reef_associated,tropical,50,4.5,pelagic,38,fusiform,0.649999976,1.143749,species,species,species,species,species,species,species,species,species,
Ostraciidae,family,Actinopterygii,Tetraodontiformes,Ostraciidae,NA,NA,reef_associated,tropical,84.2,3.254545455,benthic,33.15909091,short_deep,0.36,1.9,family,family,family,family,NA,family,family,NA,NA,
Otolithes_ruber,species,Actinopterygii,Perciformes,Sciaenidae,Otolithes,ruber,demersal,tropical,40,3.6,benthic,90,fusiform,0.319999993,2.151704,species,species,species,species,species,species,species,species,species,
Pampus,higher,Actinopterygii,Perciformes,Stromateidae,Pampus,NA,demersal,tropical,110,3.45,pelagic,39.84799976,short_deep,0.703999984,1.21296,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Pampus_chinensis,Species,Actinopterygii,Perciformes,Stromateidae,Pampus,chinensis,demersal,tropical,110,3.6,pelagic,40,short_deep,0.66,1,species,species,genus,species,species,species,species,species,species,
Paralabrax,higher,Actinopterygii,Perciformes,Serranidae,Paralabrax,NA,reef_associated,tropical,97.125,4.04,benthic,54.5888888,fusiform,0.228777775,3.361985222,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Paralabrax_humeralis,species,Actinopterygii,Perciformes,Serranidae,Paralabrax,humeralis,demersal,tropical,180,4.1,benthic,54.5,fusiform,0.34,2,species,species,species,species,species,species,species,species,species,
Paralichthyidae,higher,Actinopterygii,Pleuronectiformes,Paralichthyidae,NA,NA,demersal,tropical,178.373494,3.712765957,benthic,32.23444445,flat,0.624799104,1.826714694,family,family,family,family,NA,family,family,family,family,
Paralonchurus_peruanus,species,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,peruanus,demersal,tropical,25,2.2,benthic,51,fusiform,0.35,1.9,species,species,species,species,species,species,species,species,species,
Parastromateus_niger,species,Actinopterygii,Perciformes,Carangidae,Parastromateus,niger,reef_associated,tropical,105,2.9,pelagic,75,short_deep,0.319999993,2.237673,species,species,species,species,species,species,species,species,species,
Parupeneus,higher,Actinopterygii,Perciformes,Mullidae,Parupeneus,NA,reef_associated,tropical,118.1666667,3.558823529,benthic,30.95749995,fusiform,0.523656251,1.613344403,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Parupeneus_barberinus,species,Actinopterygii,Perciformes,Mullidae,Parupeneus,barberinus,reef_associated,tropical,100,3.4,benthic,60,fusiform,0.224999994,3.271631,species,species,species,species,species,species,species,species,species,
